the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-74.006582468103 40.711235088488, -74.00697087468 40.710961937936, -74.007214763238 40.711162744055, -74.007212677036 40.711164211118, -74.007039847353 40.711285755679, -74.00703976807 40.711285811516, -74.00682635649 40.711435895421, -74.006771196218 40.711390479611, -74.00666835453 40.711305804269, -74.006582468103 40.711235088488)))",1079072,,150.50769512
"MULTIPOLYGON (((-73.978816905091 40.72710288856, -73.978887471325 40.727005541181, -73.978905315549 40.727013026781, -73.978914959784 40.726999721725, -73.978909142688 40.72699728118, -73.978927923121 40.72697137337, -73.978919326662 40.72696159587, -73.978905005076 40.726961758041, -73.978896265583 40.726973815157, -73.978867106744 40.726961581797, -73.978916355777 40.726893639309, -73.978956407879 40.72691044203, -73.9790362565 40.726943941123, -73.979004207038 40.726988153882, -73.978999175326 40.726995095889, -73.978984627835 40.726998411612, -73.978968736895 40.727020334305, -73.978963065371 40.727017955025, -73.978940954931 40.727048457529, -73.978946625273 40.727050836811, -73.978931801285 40.727071286461, -73.97893552863 40.727082899208, -73.978896755056 40.72713638775, -73.978816905091 40.72710288856)))",1078017,,73
"MULTIPOLYGON (((-73.98751040267 40.721387833972, -73.987407963515 40.721356709304, -73.987335711505 40.72133475776, -73.987371325738 40.72126690646, -73.987403557903 40.721276699432, -73.987546999082 40.721320280794, -73.987613970239 40.721340628731, -73.987615031864 40.721340951227, -73.98762397106 40.721343667225, -73.987588358227 40.721411518602, -73.98756439411 40.721404238097, -73.98751040267 40.721387833972)))",1005412,,55.64
"MULTIPOLYGON (((-74.000415625659 40.722351972857, -74.000274963508 40.722281138295, -74.000378998821 40.722161556622, -74.000454513431 40.722199584869, -74.000517677089 40.722231393303, -74.000529758262 40.72223747709, -74.00049516632 40.722277238347, -74.000425724285 40.722357057998, -74.000415625659 40.722351972857)))",1066760,,118.41
"MULTIPOLYGON (((-73.998163264829 40.723572756376, -73.997936771276 40.723462957027, -73.9978708226 40.723430986841, -73.997824469726 40.723486330387, -73.997669901577 40.723411397774, -73.997645671595 40.72344032795, -73.997500306325 40.723369847414, -73.997742727489 40.723080439467, -73.99801137375 40.72321069231, -73.997941544162 40.723294067458, -73.997975349339 40.723310455529, -73.997953960345 40.7233359927, -73.998007595823 40.72336199495, -73.99802359554 40.723342891818, -73.998036636606 40.723349213617, -73.99827760441 40.723466029758, -73.998181012026 40.723581360124, -73.998163264829 40.723572756376)))",1007564,,82.79
"MULTIPOLYGON (((-73.987412049508 40.714015988451, -73.987407386851 40.71398360648, -73.987401106161 40.713939985058, -73.987423930816 40.713938082072, -73.987433486258 40.713937285263, -73.987434126858 40.713941732955, -73.987488950526 40.71393716253, -73.987499195458 40.714008296778, -73.987522675675 40.714171329568, -73.987435447954 40.71417849265, -73.987412049508 40.714015988451)))",1003697,,54.26
"MULTIPOLYGON (((-73.998530026197 40.714108898226, -73.998634983467 40.714095580064, -73.99864008304 40.714094932657, -73.998641042717 40.714100585173, -73.998646310885 40.714131623134, -73.998551472108 40.714149793385, -73.998530026197 40.714108898226)))",1001684,,33.82383541
"MULTIPOLYGON (((-73.98022415873 40.724175614819, -73.980303691852 40.724066190441, -73.980325497518 40.724036190095, -73.980407413294 40.724070652149, -73.980387411075 40.724098171914, -73.980306074625 40.724210076945, -73.98022415873 40.724175614819)))",1004697,,57.05
"MULTIPOLYGON (((-73.972636175433 40.705545194787, -73.972797701516 40.705385774064, -73.972969636177 40.705486661966, -73.972877282816 40.705577810746, -73.97283153731 40.705553818433, -73.972760846883 40.705618349503, -73.972636175433 40.705545194787)))",3427257,,0
"MULTIPOLYGON (((-74.009850103564 40.720971294001, -74.009839261201 40.72103879444, -74.009588594672 40.721015486989, -74.009599437285 40.720947985672, -74.009850103564 40.720971294001)))",1090585,,92
"MULTIPOLYGON (((-74.00269579785 40.7219515047, -74.002773090128 40.721989284645, -74.002609156255 40.722182993509, -74.002533189529 40.72214628323, -74.00269579785 40.7219515047)))",1007085,,89
"MULTIPOLYGON (((-73.99064101958 40.717923126266, -73.990659117231 40.717887807025, -73.990555164655 40.717856970482, -73.990537066957 40.717892289706, -73.990466028302 40.717871216412, -73.990532383789 40.717741720419, -73.990603422328 40.717762793673, -73.99058645645 40.717795902245, -73.990689526066 40.717826476641, -73.990706258681 40.717793822793, -73.990780947196 40.717815977744, -73.990714824154 40.71794502004, -73.99064101958 40.717923126266)))",1005448,,63.37
"MULTIPOLYGON (((-73.987256916979 40.710766906736, -73.987719819565 40.710718410489, -73.98809755249 40.710678834875, -73.988113641618 40.710767756597, -73.988126027994 40.710836209319, -73.987867054028 40.710863341732, -73.987285390535 40.710924281386, -73.987256916979 40.710766906736)))",1003144,Lands End Housing,171.57
"MULTIPOLYGON (((-74.008067251041 40.72485156992, -74.00805955096 40.724897313631, -74.008175791222 40.724908638342, -74.008146992409 40.725079729946, -74.008175232562 40.725082480801, -74.008126867659 40.725369818722, -74.008017377134 40.725359151764, -74.008001410202 40.725454010718, -74.007803762454 40.72543475429, -74.007904595577 40.724835723236, -74.008067251041 40.72485156992)))",1090602,,120
"MULTIPOLYGON (((-74.002724670403 40.707483232316, -74.002706062423 40.70745895767, -74.002696596311 40.70744661008, -74.002713547482 40.707439085008, -74.002778202111 40.707410383265, -74.002817147113 40.707461996029, -74.002736003952 40.707498017543, -74.002724670403 40.707483232316)))",1086052,,41.68
"MULTIPOLYGON (((-73.983678695166 40.725158474595, -73.98393981717 40.725267103721, -73.983881159821 40.725348713183, -73.983620037592 40.725240083925, -73.983678695166 40.725158474595)))",1081926,,0
"MULTIPOLYGON (((-73.994884388993 40.721312667416, -73.994933116465 40.721187622085, -73.994936231106 40.721179630197, -73.995017594655 40.721197983433, -73.995013980451 40.721207257626, -73.994966847728 40.721328208443, -73.994960704859 40.721343971598, -73.994890064154 40.721314995486, -73.994884388993 40.721312667416)))",1082522,,42.94
"MULTIPOLYGON (((-73.984824625821 40.727982314073, -73.984718501922 40.727937583468, -73.984683369169 40.727922774434, -73.984718982911 40.727873875225, -73.984766825123 40.727894040357, -73.98486549349 40.727935628963, -73.984829879822 40.727984529117, -73.984824625821 40.727982314073)))",1005861,,44.73
"MULTIPOLYGON (((-74.008210125623 40.718377285855, -74.008384389776 40.718154922938, -74.00838619675 40.7181526175, -74.008410491469 40.718163639772, -74.008467658539 40.718189575675, -74.008394255356 40.718283238607, -74.008291587589 40.718414244154, -74.008243359016 40.718392363422, -74.008210125623 40.718377285855)))",1001992,,86
"MULTIPOLYGON (((-73.98025143871 40.726003620964, -73.980288032596 40.7259540488, -73.980414073729 40.726007900944, -73.980416322437 40.72600886127, -73.980418435038 40.726009763939, -73.980397629513 40.726037942735, -73.980397563199 40.726038037277, -73.980381840035 40.726059336144, -73.980377807746 40.726057612783, -73.98025143871 40.726003620964)))",1004735,,39.84
"MULTIPOLYGON (((-73.999048671808 40.714077138157, -73.999150226458 40.714063800586, -73.999153526806 40.714090670046, -73.99915552311 40.714106922476, -73.999160212712 40.714145106861, -73.99914694365 40.71414645753, -73.999076353226 40.714153643061, -73.999048671808 40.714077138157)))",1077154,,50.67
"MULTIPOLYGON (((-74.009459015834 40.718343578453, -74.009469650752 40.718290823895, -74.009480136633 40.718238810468, -74.009513514224 40.718242706023, -74.009575225081 40.718249907688, -74.009561154509 40.718319704695, -74.009554105611 40.718354675689, -74.009459015834 40.718343578453)))",1002038,,35.58376033
"MULTIPOLYGON (((-73.992425611891 40.723080760982, -73.992397691073 40.723072532087, -73.992425416613 40.7230180756, -73.992460848451 40.723028518432, -73.992463245826 40.723023809825, -73.992590934746 40.723061440497, -73.99276552472 40.723112893202, -73.992742481113 40.72317414351, -73.992425611891 40.723080760982)))",1078063,,82.39431062
"MULTIPOLYGON (((-73.989279326376 40.720185196778, -73.989297134134 40.720150312682, -73.989383797319 40.720175922199, -73.989372695467 40.720197671191, -73.989453751221 40.7202216232, -73.989451422405 40.72022618497, -73.9894003044 40.720326321476, -73.989319249722 40.720302368529, -73.989232586397 40.720276759864, -73.989279326376 40.720185196778)))",1005498,,55.04
"MULTIPOLYGON (((-73.978215352661 40.727223966844, -73.978319145583 40.727081596139, -73.978397449511 40.727114635223, -73.978312952542 40.727230537369, -73.978293655521 40.727257005998, -73.978215352661 40.727223966844)))",1004920,,50.38
"MULTIPOLYGON (((-73.991251896542 40.71836516087, -73.991282550965 40.718305818678, -73.991313869818 40.718315184548, -73.991333419715 40.718314048677, -73.991362112423 40.718258502867, -73.99134587554 40.718248470865, -73.991316683455 40.718239740924, -73.991320694302 40.718231978829, -73.991349595341 40.718176028708, -73.991477768976 40.718214357671, -73.991475629789 40.718218498959, -73.991484257469 40.718221078658, -73.991480903669 40.718227569287, -73.991472277172 40.718224989588, -73.991418576023 40.718328948591, -73.991400945471 40.718323675689, -73.991393417444 40.718338249883, -73.99140130789 40.718349228591, -73.99141766714 40.718346729095, -73.991432644298 40.718351207546, -73.991402216101 40.718410113047, -73.991251896542 40.71836516087)))",1005435,,69.24
"MULTIPOLYGON (((-73.993002545233 40.717505162776, -73.993008909204 40.717492522701, -73.992922618511 40.717467372484, -73.992916254526 40.717480012554, -73.992817028342 40.717451091026, -73.992820380807 40.717444432862, -73.992741935594 40.717421569394, -73.99277024454 40.717365338814, -73.993033018213 40.717441928095, -73.99318452405 40.717486086474, -73.993152862966 40.717548975328, -73.993002545233 40.717505162776)))",1003955,,62.44
"MULTIPOLYGON (((-73.994467372882 40.720698577016, -73.994135738024 40.720622354966, -73.994162490535 40.720554975677, -73.994504373542 40.720633552974, -73.994479417217 40.720696407366, -73.994477621345 40.720700932341, -73.994467372882 40.720698577016)))",1007145,,61.14
"MULTIPOLYGON (((-74.004574327991 40.722703127312, -74.004727963411 40.722524586073, -74.004794764412 40.722557858939, -74.00464112791 40.722736400267, -74.004574327991 40.722703127312)))",1002947,,82.59
"MULTIPOLYGON (((-73.981173690214 40.703407882858, -73.981175993462 40.703368073405, -73.981176968511 40.703351204275, -73.981176988722 40.703350866587, -73.981177786243 40.703350893732, -73.981363338831 40.703357110438, -73.981361866824 40.70338254786, -73.981328180425 40.703381419462, -73.981326530051 40.703409928501, -73.981326352883 40.703412998317, -73.981173690214 40.703407882858)))",3000061,,34.61
"MULTIPOLYGON (((-73.984310694622 40.723941480387, -73.98447580398 40.723714636518, -73.984619057608 40.723774987172, -73.984579427425 40.723829435679, -73.984802152899 40.723923265953, -73.984894426722 40.723962139579, -73.984768948449 40.724134535485, -73.984632538264 40.724077068464, -73.984310694622 40.723941480387)))",1004989,,18.41
"MULTIPOLYGON (((-73.999166550269 40.720879076238, -73.999323990321 40.720956713818, -73.99927740248 40.721011402395, -73.999130032261 40.72093873024, -73.999119962353 40.720933764753, -73.99912802745 40.720924297755, -73.999166550269 40.720879076238)))",1076935,,66.68
"MULTIPOLYGON (((-74.003596314979 40.725253872965, -74.003639530149 40.725202243609, -74.003654216991 40.725201027456, -74.003675533383 40.725175560375, -74.00368485617 40.725180077031, -74.003709899652 40.725150156806, -74.003698926796 40.725144841453, -74.003717754075 40.725122348826, -74.003715040544 40.725112029978, -74.003761116247 40.725056983951, -74.003829054415 40.725089897125, -74.003835325634 40.725092935234, -74.003789296126 40.725147927259, -74.003773365306 40.725149822454, -74.003753565132 40.72517347948, -74.003742779292 40.725168254176, -74.003718154808 40.725197671911, -74.003728413905 40.72520264239, -74.00370676257 40.725228509318, -74.003712930059 40.725239162143, -74.003670524496 40.725289824354, -74.003636752427 40.725273463173, -74.003596314979 40.725253872965)))",1007373,,76.62
"MULTIPOLYGON (((-74.000702975458 40.726965043023, -74.000591802276 40.726911998264, -74.000590662373 40.726911454363, -74.000513720739 40.72687474188, -74.000469343894 40.726853568401, -74.0002460148 40.72674700916, -74.000362740252 40.726605425407, -74.00052803482 40.726684294052, -74.000591454877 40.726714554449, -74.000656998544 40.726745826972, -74.000837095983 40.726831758678, -74.000887525195 40.726855819901, -74.000847622309 40.726904220764, -74.000770800419 40.726997404181, -74.000702975458 40.726965043023)))",1008028,,87.561496
"MULTIPOLYGON (((-74.007886122759 40.714630859585, -74.007965044667 40.714665385127, -74.007862361166 40.714793482608, -74.007785312441 40.714757533162, -74.007884686232 40.714632668809, -74.007886122759 40.714630859585)))",1091694,,25
"MULTIPOLYGON (((-73.999246778983 40.71432768508, -73.999262387797 40.71432669732, -73.999291612459 40.714324848755, -73.999297229857 40.714376254436, -73.999317643583 40.714374963226, -73.999323646782 40.71442990161, -73.99932369885 40.714430381582, -73.999324760327 40.714440092695, -73.999316686667 40.714440603237, -73.999259513028 40.714444221136, -73.999250795273 40.714364438545, -73.999246778983 40.71432768508)))",1001819,,44.71769032
"MULTIPOLYGON (((-73.992650725486 40.718155949463, -73.992724548997 40.718012716307, -73.992732388036 40.717997508086, -73.992765399086 40.717933458679, -73.992846641456 40.717957700084, -73.992757683541 40.718130297103, -73.99273196927 40.718180190048, -73.992650725486 40.718155949463)))",1005582,,49.65
"MULTIPOLYGON (((-73.996027774634 40.71327591901, -73.99611261677 40.713268852895, -73.996213234383 40.713260473392, -73.996223643484 40.713332836073, -73.996238820063 40.713438343103, -73.9962404798 40.713449883202, -73.99605501953 40.713465328863, -73.99604247297 40.713378107669, -73.996027774634 40.71327591901)))",1003423,,78.83
"MULTIPOLYGON (((-73.985006759317 40.70404426218, -73.984713747461 40.704033762401, -73.984719567134 40.703939691207, -73.984722352253 40.703894693901, -73.985014571886 40.70390516564, -73.985049897434 40.703906430949, -73.985105096118 40.703908409324, -73.985096492123 40.704047477852, -73.985006759317 40.70404426218)))",3329407,,32.79
"MULTIPOLYGON (((-73.992084775648 40.716832204282, -73.992093262271 40.716815363521, -73.992174121133 40.71665491612, -73.992089370355 40.71663018862, -73.99212388493 40.716561700873, -73.992210746945 40.716587043539, -73.99225060497 40.716507952606, -73.99228373074 40.716442219377, -73.992428728266 40.71648452417, -73.99239388969 40.716553656753, -73.99235580748 40.716629223256, -73.992440331129 40.716653883007, -73.992404879278 40.71672423034, -73.992318948403 40.716699159837, -73.992298577833 40.716739582384, -73.992230476881 40.716874713786, -73.992084775648 40.716832204282)))",1075792,,146.37657371
"MULTIPOLYGON (((-73.990407422292 40.726975134055, -73.990439993444 40.726929867272, -73.990456850853 40.726927033868, -73.990475927521 40.726900519957, -73.99048175332 40.72690294641, -73.990500873776 40.726876373066, -73.990495047979 40.726873947515, -73.990529619859 40.726825898298, -73.990524988896 40.726811739213, -73.990554617834 40.726770559566, -73.990634865114 40.726803976806, -73.990605235026 40.726845156474, -73.990584841493 40.726851236847, -73.99055156604 40.726897483367, -73.990541540739 40.726893308685, -73.990522421478 40.726919881136, -73.990532445598 40.726924055819, -73.990517157521 40.726945303874, -73.990513368946 40.726950569739, -73.990520239674 40.726963284592, -73.99048766856 40.727008551397, -73.990425753096 40.726982767394, -73.990407422292 40.726975134055)))",1077981,,66.91
"MULTIPOLYGON (((-73.986290768477 40.722863382914, -73.986207870016 40.722828463861, -73.986089448358 40.722778580298, -73.986124873629 40.722729900323, -73.986373368761 40.72283457461, -73.986371179628 40.722837582954, -73.986337943616 40.722883254661, -73.986290768477 40.722863382914)))",1005748,,45.46
"MULTIPOLYGON (((-73.994025267962 40.727032835046, -73.994193361434 40.726785776375, -73.994403357974 40.726884487966, -73.994393980991 40.72689566733, -73.994208978779 40.72711624057, -73.994202099594 40.727124442961, -73.994025267962 40.727032835046)))",1090488,,96
"MULTIPOLYGON (((-73.992739933126 40.726725596664, -73.992907192963 40.726530168696, -73.992916599716 40.726519178561, -73.992999627552 40.726560305385, -73.99282296111 40.726766723614, -73.992739933126 40.726725596664)))",1008480,,63.1
"MULTIPOLYGON (((-73.997602941808 40.717824475869, -73.997546295072 40.717804743599, -73.997584408315 40.717741399818, -73.997673408839 40.717772400811, -73.997652434233 40.717807260935, -73.997635295663 40.717835744621, -73.997607247449 40.717825975308, -73.997602941808 40.717824475869)))",1079535,,51.81
"MULTIPOLYGON (((-73.99084664274 40.714868016492, -73.990922716871 40.714720433341, -73.991002222111 40.714744159929, -73.990926145761 40.714891749435, -73.99084664274 40.714868016492)))",1003826,,48.43
"MULTIPOLYGON (((-73.999488843636 40.721025362325, -73.999568557879 40.720929059432, -73.999684500509 40.720788987308, -73.999865727491 40.720875821117, -73.999938484961 40.720910681712, -73.999893061124 40.720965559646, -73.999878660363 40.720982956581, -73.999742828632 40.721147058057, -73.999561825953 40.72106033122, -73.999488843636 40.721025362325)))",1079134,,99
"MULTIPOLYGON (((-73.993607541007 40.701086078602, -73.993532793359 40.701064193784, -73.993560547909 40.701009285711, -73.993629640982 40.701029514157, -73.993704949461 40.701051562836, -73.993698381275 40.701064556867, -73.993704622672 40.701066384347, -73.993691831865 40.701091688939, -73.993670393957 40.701104480438, -73.993607541007 40.701086078602)))",3001523,,30.82697587
"MULTIPOLYGON (((-73.985816422302 40.72660604037, -73.985679041528 40.72654820528, -73.985622158629 40.726524258158, -73.985603200038 40.726516277279, -73.985675776812 40.726416500012, -73.98571595341 40.726433413862, -73.985754594926 40.726449681844, -73.985896374938 40.726509368829, -73.985823798394 40.726609146233, -73.985816422302 40.72660604037)))",1005771,,17.25
"MULTIPOLYGON (((-74.003961800662 40.722696827554, -74.003981843849 40.722673120948, -74.004034151352 40.722611249615, -74.004091138376 40.722639136385, -74.004031024305 40.722710240942, -74.003975458442 40.722775965665, -74.003932652721 40.722755019483, -74.003975982027 40.722703768193, -74.003961800662 40.722696827554)))",1077738,,59.64
"MULTIPOLYGON (((-73.985007896377 40.718700674954, -73.984975114278 40.718690874032, -73.98498812597 40.718665678557, -73.985040905575 40.718563480233, -73.985106057831 40.718582958607, -73.985229497151 40.718619863902, -73.985222479252 40.7186334535, -73.985163706159 40.718747256908, -73.985049058636 40.718712981273, -73.985007896377 40.718700674954)))",1004199,,55
"MULTIPOLYGON (((-74.007473372529 40.714623060791, -74.00761478478 40.714445375385, -74.007621952273 40.714448677983, -74.007688061068 40.714479139659, -74.007546650125 40.714656825155, -74.007473372529 40.714623060791)))",1001468,,63.1
"MULTIPOLYGON (((-73.984395138003 40.727126703799, -73.984472515136 40.727020288496, -73.984483722463 40.727025005072, -73.984527474728 40.727043416463, -73.984622103468 40.726913274061, -73.984698949803 40.726945612572, -73.984687553133 40.726961288019, -73.984705576711 40.726968872701, -73.984717881226 40.72697405046, -73.984657755294 40.727056742516, -73.984557274711 40.727194933811, -73.984543249235 40.727189031794, -73.984395138003 40.727126703799)))",1005827,,44.5
"MULTIPOLYGON (((-73.979260534861 40.717544263895, -73.97932281027 40.71742435685, -73.979327393254 40.717415531773, -73.979452830675 40.717453247782, -73.979451143148 40.717456497423, -73.979536538571 40.717482173571, -73.97953289115 40.717489197803, -73.97957613639 40.71749199076, -73.979577603647 40.717489164318, -73.979578353262 40.717487721834, -73.979613758782 40.717498366736, -73.979612809034 40.717500194603, -73.979610162291 40.717505291023, -73.979657528646 40.717519532865, -73.979647138262 40.717539538565, -73.979634000469 40.717564834276, -73.979598312611 40.717633549494, -73.979532330855 40.71776059347, -73.979483872811 40.717755108843, -73.979400129115 40.717729930035, -73.979442165905 40.717648993387, -73.979238021299 40.717587612201, -73.979260534861 40.717544263895)))",1004060,,37.17
"MULTIPOLYGON (((-73.989198999094 40.71301408795, -73.989181357596 40.712889106208, -73.989176325456 40.712853452713, -73.989172931689 40.712829409657, -73.989185885847 40.712828350973, -73.98926891624 40.712821566189, -73.98927779143 40.71288444608, -73.989294128065 40.713000186645, -73.989302954836 40.713062723434, -73.989206971125 40.713070567831, -73.989198999094 40.71301408795)))",1003228,,14.44
"MULTIPOLYGON (((-73.996267254548 40.713022576432, -73.996258920405 40.712964639101, -73.996352171733 40.712956873386, -73.996362240234 40.713026871304, -73.996347929912 40.713028063128, -73.996351546338 40.713053202801, -73.996365856665 40.713052010977, -73.996374953949 40.713115256833, -73.996281702402 40.713123023468, -73.996272605206 40.713059777604, -73.996287082403 40.713058571387, -73.996283466 40.713033431712, -73.996268988809 40.713034637028, -73.996267254548 40.713022576432)))",1003402,,54.91
"MULTIPOLYGON (((-73.986897208867 40.722011756923, -73.986988878166 40.722041791209, -73.986994535452 40.722043645097, -73.987061147601 40.721910259203, -73.987168303051 40.721940769654, -73.987187805453 40.721946322568, -73.987207907914 40.721952046641, -73.98723517791 40.72195981116, -73.987283183583 40.721973479904, -73.987190895353 40.722164492988, -73.987176787016 40.722193692244, -73.987129099206 40.722292393586, -73.986805362329 40.72220185483, -73.986823038509 40.722165270948, -73.986847263891 40.722115130638, -73.986894200094 40.722017985406, -73.986897208867 40.722011756923)))",1087955,,267.65547545
"MULTIPOLYGON (((-74.002216813446 40.717545196952, -74.002386986942 40.717342958764, -74.002411458817 40.717313876276, -74.002487810549 40.717351070225, -74.002492188488 40.717353203438, -74.002565366035 40.717388850327, -74.002370722162 40.71762017036, -74.002287425122 40.717579594158, -74.002216813446 40.717545196952)))",1087055,,87
"MULTIPOLYGON (((-73.984152551309 40.702267320693, -73.984156012568 40.70221156957, -73.984159537965 40.702154776563, -73.984165763018 40.702155000746, -73.984238786998 40.702157626755, -73.984255088569 40.702158212517, -73.984254037387 40.702175151905, -73.984248102073 40.702270756653, -73.984152551309 40.702267320693)))",3346116,,30.53
"MULTIPOLYGON (((-73.986926257977 40.718910754593, -73.986953551465 40.718918957733, -73.98698319891 40.718927867132, -73.986957741741 40.718976905127, -73.986919794494 40.719050003327, -73.986916845143 40.71905568521, -73.986790838326 40.719017816985, -73.986722364318 40.71899723966, -73.986607262327 40.718962648547, -73.986627525495 40.718923614692, -73.986628203933 40.718922308131, -73.986630502254 40.718922999089, -73.986634708348 40.718924262993, -73.986726159568 40.71895174543, -73.986737087847 40.718955029949, -73.986738822418 40.718951687456, -73.986742612425 40.718944386557, -73.986759278498 40.718912285292, -73.986780128828 40.718872120437, -73.986782500388 40.718867552421, -73.986831491799 40.71888227507, -73.98689726383 40.718902041564, -73.986926257977 40.718910754593)))",1075815,,71.17
"MULTIPOLYGON (((-73.994254398447 40.721813906445, -73.994260959584 40.72179529864, -73.994117747265 40.721766067175, -73.994134686489 40.72171803035, -73.994429048172 40.721778113461, -73.99440326728 40.721844292469, -73.994254398447 40.721813906445)))",1007390,,64.23
"MULTIPOLYGON (((-73.98539079062 40.721770139116, -73.985408526246 40.72173536368, -73.985461439356 40.721631611843, -73.985466959664 40.721620790214, -73.985536210083 40.7216412342, -73.985557923004 40.721598660826, -73.985616473174 40.721615946234, -73.985518592669 40.721807867704, -73.985456388805 40.721789504776, -73.98539079062 40.721770139116)))",1004333,,54.43
"MULTIPOLYGON (((-73.995593795439 40.723199597588, -73.99563578691 40.723093113036, -73.995645397185 40.72306874291, -73.995731754504 40.723088453793, -73.995663200545 40.723262299097, -73.995649642829 40.723268690402, -73.995645207833 40.723267678062, -73.995577522539 40.723240865514, -73.995593795439 40.723199597588)))",1007494,,68.39
"MULTIPOLYGON (((-73.977773365874 40.726134737324, -73.977612627626 40.726068601609, -73.977583838596 40.726056756114, -73.977623291518 40.726001258202, -73.977650292239 40.726012367624, -73.977876940532 40.726105622195, -73.977837487759 40.726161120193, -73.977773365874 40.726134737324)))",1004896,,54.84
"MULTIPOLYGON (((-74.002556923478 40.721722161136, -74.002724275649 40.721525060034, -74.002746845788 40.721498477351, -74.002808106577 40.721528586215, -74.002718873403 40.721633681443, -74.002618184386 40.721752269199, -74.002556923478 40.721722161136)))",1077423,,67.62
"MULTIPOLYGON (((-73.990376605745 40.718383877495, -73.990436426818 40.718267986828, -73.990502775688 40.718287813447, -73.990442954713 40.718403704148, -73.990376605745 40.718383877495)))",1005477,,59.41
"MULTIPOLYGON (((-74.00784564564 40.714551750698, -74.007769861274 40.714516831339, -74.007962276026 40.714275057213, -74.007995959457 40.714290577879, -74.008041906712 40.714311749283, -74.007849492143 40.714553522641, -74.00784564564 40.714551750698)))",1001464,,66.85
"MULTIPOLYGON (((-74.000360398495 40.7193571098, -74.000492190318 40.719194198948, -74.000549949713 40.71912280085, -74.000495447928 40.719097277043, -74.00060183226 40.7190103467, -74.000619126227 40.718996215805, -74.000821562855 40.718830797145, -74.001079893659 40.71901380836, -74.00088656686 40.719171782884, -74.000829590988 40.719218340577, -74.00080448915 40.719238853473, -74.000787618613 40.719230952516, -74.000724720445 40.719201497248, -74.000705789685 40.719224898019, -74.000687560431 40.719216360394, -74.000515091622 40.719429554335, -74.000360398495 40.7193571098)))",1002692,,89.4874748
"MULTIPOLYGON (((-74.004228064706 40.718881483213, -74.00435796775 40.718717158697, -74.004438515471 40.718754020698, -74.004316953551 40.718907794617, -74.004308612554 40.718918345305, -74.004302037724 40.718915336947, -74.004228064706 40.718881483213)))",1002201,,75.49
"MULTIPOLYGON (((-74.01350256329 40.708466061306, -74.01355878101 40.708335579615, -74.013704491485 40.708371934008, -74.013844905097 40.708406966903, -74.013878474208 40.708415342118, -74.013847849254 40.708486422262, -74.013800224528 40.708474540333, -74.0137746311 40.708533941123, -74.013633205426 40.70849865612, -74.01350256329 40.708466061306)))",1001054,,63.91
"MULTIPOLYGON (((-74.009745082086 40.719042491775, -74.009781012439 40.718824710282, -74.009848273421 40.718831134188, -74.009827396486 40.718957677444, -74.009813433549 40.719042306766, -74.009812343285 40.719048915702, -74.009745082086 40.719042491775)))",1002071,,56.08
"MULTIPOLYGON (((-73.983248713405 40.724270188737, -73.983336011146 40.724151213493, -73.98340190721 40.724179199136, -73.983305884266 40.724310066192, -73.983239988113 40.724282080495, -73.983248713405 40.724270188737)))",1005020,,52.19
"MULTIPOLYGON (((-73.994546759521 40.699496035733, -73.994508041101 40.699485332205, -73.994523550892 40.699452835254, -73.994538380207 40.699421765582, -73.994720487126 40.699472110913, -73.99469014817 40.699535677584, -73.994570445631 40.699502584478, -73.994546759521 40.699496035733)))",3001627,,44.10885775
"MULTIPOLYGON (((-74.002222792091 40.707781182704, -74.002095192123 40.707631861405, -74.002172296899 40.707592325723, -74.002305822259 40.707748582557, -74.002227889001 40.707787147592, -74.002222792091 40.707781182704)))",1001342,,48.18
"MULTIPOLYGON (((-73.998868357784 40.71197054295, -73.998944767207 40.711963407126, -73.99897395722 40.712070208877, -73.998964147734 40.71207176127, -73.998979248657 40.712127010446, -73.998994250202 40.712181899415, -73.998927989664 40.712188719288, -73.998913221294 40.712134686698, -73.998898847007 40.712082094928, -73.99889421652 40.712065154473, -73.998868357784 40.71197054295)))",1077395,,42.44490646
"MULTIPOLYGON (((-74.005642519279 40.718499253284, -74.005623132491 40.718523582413, -74.005475550075 40.71870878843, -74.005399643861 40.718673772982, -74.005400913679 40.718672179019, -74.00543008635 40.71863556831, -74.005425157871 40.718633295655, -74.005561684746 40.718461963494, -74.005642519279 40.718499253284)))",1001979,,76.49
"MULTIPOLYGON (((-73.99954904998 40.721455791827, -73.999604097145 40.721389289385, -73.999680499326 40.721425896241, -73.999909299215 40.721535522896, -73.999854252233 40.721602026383, -73.999791712056 40.721572060927, -73.99954904998 40.721455791827)))",1079135,,71.16
"MULTIPOLYGON (((-74.001749506492 40.724381163865, -74.001886555522 40.724218571129, -74.001890241275 40.724214198195, -74.0019483497 40.724242547061, -74.001903808191 40.724295391498, -74.001894676652 40.724306223877, -74.001891403974 40.724310106927, -74.001807615003 40.724409512802, -74.001749506492 40.724381163865)))",1079938,,50.36
"MULTIPOLYGON (((-74.00328517374 40.713581639567, -74.003319526496 40.713544518631, -74.003394382225 40.713584627893, -74.00336002949 40.713621748852, -74.00328517374 40.713581639567)))",1090032,,12
"MULTIPOLYGON (((-74.003959748451 40.706514760301, -74.004014583256 40.706481332314, -74.004141446281 40.706620370394, -74.004087890697 40.706655200492, -74.003959748451 40.706514760301)))",1081998,,60.35
